0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
-16777217,000000
0,000000
100663296,000000
0,000000
-117440513,000000
0,000000
134217728,000000
0,000000
-117440513,000000
0,000000
134217728,000000
0,000000
-117440513,000000
0,000000
134217728,000000
0,000000
-184549377,000000
0,000000
201326592,000000
0,000000
-251658241,000000
-1,000000
268435456,000000
50331648,000000
-285212673,000000
-50331649,000000
335544320,000000
67108864,000000
-385875969,000000
-50331649,000000
436207616,000000
67108864,000000
-452984833,000000
-50331649,000000
553648128,000000
67108864,000000
-587202561,000000
-67108865,000000
671088640,000000
83886080,000000
-721420289,000000
-83886081,000000
805306368,000000
150994944,000000
-889192449,000000
-150994945,000000
989855744,000000
167772160,000000
-1056964609,000000
-150994945,000000
1174405120,000000
184549376,000000
-1275068417,000000
-184549377,000000
1426063360,000000
234881024,000000
-1610612737,000000
-218103809,000000
1761607680,000000
268435456,000000
-1929379841,000000
-285212673,000000
-2147483648,000000
335544320,000000
1946157055,000000
-335544321,000000
-1627389952,000000
402653184,000000
1358954495,000000
-419430401,000000
-939524096,000000
486539264,000000
520093695,000000
-520093697,000000
50397184,000000
603979776,000000
-771817473,000000
-620756993,000000
1661009920,000000
738197504,000000
1409220607,000000
-822083585,000000
419561472,000000
922746880,000000
1056833535,000000
-939524097,000000
-33357824,000000
721420288,000000
133824511,000000
654311424,000000
2065235968,000000
821886975,000000
-250150912,000000
-389414913,000000
382795775,000000
904921087,000000
1476132863,000000
-1272840192,000000
454623232,000000
1996488703,000000
-1007026177,000000
1525481471,000000
1693384703,000000
-904790016,000000
673054720,000000
-49086464,000000
-2028404736,000000
1054998527,000000
166264831,000000
669319167,000000
1089011711,000000
2048065536,000000
-837746688,000000
688848896,000000
906297344,000000
468779007,000000
-2014314497,000000
1225129984,000000
152043520,000000
-2112356352,000000
1461911552,000000
1173225471,000000
468910079,000000
181993471,000000
1289420799,000000
-2079916032,000000
2097283072,000000
-316669952,000000
-1390870528,000000
-1124073472,000000
-1543503872,000000
1928462335,000000
-1577320449,000000
-234553344,000000
1661992960,000000
-1241448448,000000
1678114816,000000
-655884289,000000
837222399,000000
1375010815,000000
854720511,000000
-82378752,000000
-401408000,000000
1846607872,000000
-1341063168,000000
-453771265,000000
1174274047,000000
1777729535,000000
1526857728,000000
50331647,000000
755171328,000000
-839712769,000000
1106182143,000000
2113273855,000000
1156579327,000000
-1424883712,000000
-435159040,000000
1075183616,000000
2132410368,000000
1861550079,000000
201129983,000000
-806944769,000000
1106182143,000000
1426063360,000000
537133056,000000
-1526136832,000000
-335216640,000000
452263935,000000
1039007743,000000
-721813505,000000
301531135,000000
571998208,000000
-149225472,000000
-99942400,000000
-384761856,000000
-773521409,000000
-1981022209,000000
-1209335809,000000
-1561460737,000000
-1526005760,000000
117833728,000000
671744000,000000
-1962934272,000000
-235208705,000000
83427327,000000
-2029518848,000000
-854654976,000000
-754057216,000000
-317259776,000000
-1980891137,000000
-856621057,000000
1306656767,000000
-102694913,000000
2030632960,000000
1191575552,000000
68812800,000000
-300810240,000000
1828323327,000000
-151584769,000000
-822804481,000000
-1543700481,000000
-770834432,000000
-568918016,000000
872415231,000000
117506048,000000
81854463,000000
-1025638401,000000
-1661337601,000000
-1913257985,000000
689897472,000000
1629028352,000000
436928512,000000
-1928855552,000000
-336789505,000000
1542717439,000000
-1694629889,000000
1829175296,000000
235470848,000000
34275328,000000
267321343,000000
300482559,000000
720371711,000000
1911226367,000000
957874176,000000
-703332352,000000
-367656960,000000
1041498112,000000
-1427111937,000000
1811218431,000000
-990773249,000000
-1929641985,000000
-301465600,000000
1191903232,000000
-218497025,000000
368312319,000000
-605159425,000000
1625751551,000000
1124990976,000000
1091239936,000000
-1390542848,000000
706740224,000000
-1141243905,000000
402653183,000000
2044919807,000000
-1880489985,000000
318701567,000000
-134217729,000000
2098003968,000000
1929773056,000000
1140457471,000000
-286195713,000000
1073545215,000000
1073479679,000000
152436736,000000
-1944518656,000000
1309147136,000000
-972292096,000000
-739835905,000000
-320077825,000000
1089535999,000000
-487456769,000000
-1190395904,000000
1661403136,000000
151519232,000000
855638016,000000
-1896218625,000000
-1024000001,000000
1728446464,000000
-1257635840,000000
1175322624,000000
-2146172928,000000
-537657345,000000
1542914047,000000
-85590017,000000
-2065367041,000000
-654114816,000000
-1040252929,000000
-99221504,000000
-1056047104,000000
1224867840,000000
1795096575,000000
469368831,000000
1241448447,000000
856162304,000000
-1643184128,000000
805306368,000000
1879179264,000000
686489599,000000
535298047,000000
1962475519,000000
636747775,000000
-1944649728,000000
-552468480,000000
2014248960,000000
-468910080,000000
-671940609,000000
318242815,000000
-2080899073,000000
1610612735,000000
-2079916032,000000
-787939328,000000
-1510408193,000000
-218955777,000000
-923729921,000000
451674111,000000
1292763136,000000
-1207238656,000000
-1139343360,000000
1914044416,000000
-235405313,000000
-1862598657,000000
787415039,000000
-252379137,000000
-855375872,000000
1896284160,000000
-1325203456,000000
687800319,000000
1207107583,000000
-1309999105,000000
-570294272,000000
771751936,000000
52101120,000000
-384040960,000000
-436011008,000000
-2113536000,000000
-488308737,000000
115998719,000000
200933375,000000
-251920385,000000
1896939520,000000
-2096365568,000000
-1996619777,000000
-84606977,000000
1056309247,000000
435421183,000000
1779564544,000000
638976000,000000
-1240465408,000000
1075052544,000000
267059199,000000
133038079,000000
-118882305,000000
552337407,000000
403570688,000000
-1526136832,000000
336592896,000000
2030567424,000000
-134742017,000000
1173749759,000000
1291845631,000000
2047082496,000000
17825792,000000
1779761152,000000
-1409679361,000000
83558399,000000
-790167553,000000
-1276772353,000000
-486342656,000000
-738131968,000000
-1323892736,000000
789708800,000000
1979645951,000000
1392246783,000000
-51118081,000000
1073283071,000000
-972488704,000000
-1710292992,000000
1090912256,000000
-1207500800,000000
-1410596865,000000
1609170943,000000
1240793087,000000
-269484033,000000
18153472,000000
420478976,000000
-1408172032,000000
1829699584,000000
1291190271,000000
-1778843649,000000
301400063,000000
-1124270081,000000
1745223680,000000
-351862784,000000
-1627586561,000000
1794637823,000000
-1577779201,000000
99680255,000000
-1727397888,000000
-486014976,000000
252903424,000000
-586022912,000000
2012938239,000000
872284159,000000
-1779367937,000000
-1930035201,000000
1073872896,000000
1241776128,000000
-1778057216,000000
335675392,000000
1022885887,000000
1911685119,000000
-1426128897,000000
905773055,000000
-1374486528,000000
-552271872,000000
-418971648,000000
604700672,000000
921436159,000000
2012151807,000000
-269221889,000000
-1426718721,000000
2114781184,000000
856293376,000000
-1140523008,000000
-1207959553,000000
1006108671,000000
-1879703553,000000
-1241186304,000000
-2046296064,000000
-972226560,000000
68222976,000000
-1980235777,000000
-1191575553,000000
1877868543,000000
720306175,000000
1896022016,000000
906035200,000000
-1005715456,000000
-2046230528,000000
1845428223,000000
16515071,000000
